discomfort.,1
OSH),1
approaching,1
"racing,",1
"PMHX,",1
reduction,1
"Zofran,",1
narcan,1
wringing,1
"recovered,",1
UC.,1
presentation.,1
PE,1
boxer,1
apnea.,1
described,1
consuming,1
30mg,1
"there,",1
likey,1
giving,1
motor).,1
pH,1
apneas,1
I/O.,1
head/chest/abd,1
use.,1
agitation,1
Concern,1
9-12.,1
accidently,1
rear-facing,1
elevated,1
interacting,1
rope,1
~300ml.,1
straight,1
"unknown.
",1
nares.,1
Denied,1
2330.,1
neonatal,1
pickup,1
"her,",1
pneumocephalus.,1
decline,1
"3pm,",1
"IO,",1
barn,1
responses,1
2.5,1
sips,1
T12,1
"been
able",1
T10,1
pooling,1
plywood,1
unconscious,1
pneumocephalus,1
(NB/NB).,1
headed,1
distress,1
"dazed,",1
hit.,1
Grandparent,1
"balcony,",1
foramen.,1
notes,1
"asked,",1
subcutaneous,1
incident,1
facing.,1
cc,1
sill,1
"failure,",1
antlers.,1
55mph.,1
During,1
agonal,1
screamed,1
sledding,1
accompanies,1
movements.,1
Immunizations,1
Rocuronium,1
transverse,1
day,1
"However,",1
"area,",1
extravasation.,1
associated,1
cutting,1
mention,1
BMP,1
bridge.,1
showering,1
"Mannitol,",1
rev,1
valve,1
fx.,1
Very,1
borderline,1
"narcan,",1
sexual,1
"mandibular,",1
scrimmaging,1
slumped,1
70.,1
related,1
jugular,1
globe,1
flew,1
holding,1
tailbone.,1
lobectomy.,1
"precautions,",1
tied,1
loc.,1
clavicle,1
"bone,",1
6mm,1
circular,1
hysterically.,1
"speech,",1
gcs,1
highway.,1
mumbled,1
noises,1
"tetanus,",1
pt's,1
colliding,1
<,1
80s-low90s.,1
covered,1
altered.,1
stridor.,1
hitch.,1
"breaths,",1
looks,1
"13,",1
intermittently.,1
pick-up,1
13.,1
stamped,1
non-functioning,1
~55mph.,1
C1/C2,1
time),1
evacuation,1
uri,1
extraperitoneal,1
"scan,",1
here.Patient,1
ricocheted,1
institution,1
scratch,1
"behavior,",1
shallow,1
girdle,1
completed,1
Spine,1
quarry,1
x-rays,1
asystolic.,1
painful,1
later.,1
"fell,",1
below.,1
throat,1
"they
arrived",1
mechanism,1
allergies,1
cspine,1
"CBC,",1
C/T/L-spine,1
"ems
after",1
WNL.,1
"pennies,",1
obtaining,1
1.5,1
later;,1
abuse,1
RUE.,1
atropine.,1
behind.,1
red,1
afterward,1
Grade,1
routine,1
yard,1
drowning,1
ethmoid,1
left-sided,1
completely,1
ataxia.,1
potentially,1
"stepmother,",1
frank,1
Older,1
Shortly,1
"temporal,",1
length,1
bradycardia.,1
recommends,1
hospitalized,1
numbness/weakness.,1
system,1
hiking.,1
droop,1
C/T/L,1
deny,1
reached,1
accompanied,1
"activity,",1
hemicraniectomy,1
rashes.,1
passed,1
blower,1
critical,1
"intrusion,",1
water.,1
31-44.,1
"high,",1
y/o,1
barstool,1
iliac,1
seized,1
"distress,",1
crush,1
"seizure
activity.",1
lobe,1
CC,1
Extrication,1
repoerted.,1
comfort.,1
seemed,1
5pm.,1
go,1
P,1
Horse,1
artery,1
unreactive.,1
wrestling,1
Currently,1
6yo,1
canal.,1
"canal,",1
ct,1
tenderness,1
"full
trauma",1
supine,1
"irregularly,",1
FFT,1
"CP,",1
"fence,",1
fence.,1
"
ED",1
staying,1
LLQ.,1
AM,1
liter,1
AZ,1
evac,1
1400.,1
applied.,1
drag,1
words,1
120,1
accidental,1
Casa,1
TB,1
sedated.,1
Joe's,1
injurious,1
"MST,",1
vomits.,1
Talking/alert.,1
"exact
details",1
retropharyngeal,1
resolved,1
scooped,1
Cspine,1
hyperacute,1
code.,1
Apparently,1
age,1
12mg,1
"management.
",1
t-spine,1
submersion.,1
orbit,1
required,1
systolics,1
jump,1
starting,1
zygomatic,1
parked,1
incontinence.,1
"NS,2",1
Max/face,1
shoelaces,1
20mg/kg,1
NAT.,1
tearful,1
"100mcg,",1
1/3,1
secretions,1
popped,1
strangulated,1
lodgment,1
Inferior,1
indoor,1
injured.,1
saphenous,1
mask.,1
boney,1
"mask,",1
T+L+S,1
16:00-17:00,1
puncture/laceration,1
0.1,1
MVc,1
providers,1
weaker,1
1920.,1
IVIG,1
f,1
crossed,1
"given
total",1
grabbed,1
abd/pelvis.,1
"systolic,",1
"center),",1
CBC,1
triage,1
others,1
let,1
systolic.,1
"truck,",1
"belt,",1
"No
meds",1
waiting,1
cell,1
assisted,1
unavailable,1
period,1
"combativeness,",1
unsuccessful.,1
"ramp,",1
singing,1
"n
notified",1
attempts,1
"weakness,",1
Ejected,1
"given,",1
PICU,1
FB,1
confirmed,1
given:,1
t11-12.,1
climb,1
submerged,1
balance,1
Back,1
fibrillation,1
pinned,1
shopping.,1
lanes,1
1900.,1
booster,1
scans,1
flexed,1
After,1
IM,1
autism,1
pad,1
zofran.,1
batteries,1
underlying,1
?hairline,1
"NS,",1
extended,1
barbed,1
purposeful,1
5-6am,1
"shift,",1
1/18/17.,1
less,1
adrenal,1
"+
for",1
vss,1
rest,1
Paramedics,1
edema,1
maxillary,1
"blanket,",1
consisted,1
bodies,1
T5-T9.,1
inability,1
bottle,1
bending,1
tissue,1
Blood,1
lobectomy,1
ongoing,1
out;,1
RUE,1
stabbing,1
remaining,1
CO2,1
sound,1
50s,1
1mg,1
afterward.,1
Jungle,1
3T.,1
flip.,1
CXR.,1
1100,1
psychiatrist.,1
speech,1
protecting,1
"1530,",1
same,1
bumper.,1
1130hrs.,1
(who,1
rhythm.,1
movements,1
comfortably.,1
tubes,1
impaled,1
sudden,1
rubbing,1
bailing,1
leg/foot,1
kneeling,1
asleep.,1
sling.,1
"knees,",1
"bilat,",1
"facial,",1
cerebral,1
center,1
HE,1
seconds,1
reassuring.,1
ok,1
knife,1
"crying,",1
crying.,1
6/10,1
exit,1
occurerd,1
CTH,1
5mph,1
confirm,1
dealership,1
"
",1
2.4,1
coaches,1
"Intubated,",1
hypothermic,1
Nl,1
road,1
visualized.,1
TBone,1
"out,",1
RSI,1
stand,1
fluid.,1
hyperextended.,1
crying;,1
strangulation,1
"pt
struck",1
grip,1
Total,1
Grande,1
Aunt,1
Started,1
maxillofacial,1
"pelvic,",1
20ml/kg,1
blankets,1
motorcycle,1
"100s,",1
decompression,1
was.,1
go.,1
recall.,1
using,1
PIVs,1
gross,1
neurologic,1
left.,1
position,1
broke.,1
exposed,1
quantity,1
negative,1
thighs,1
conversing,1
facing,1
questioning.,1
ambulate.,1
endorses,1
"outside,",1
Show,1
"1730,",1
Traction,1
stood,1
500,1
drive,1
later,1
arrangements,1
renal,1
neuro,1
"D,",1
cleared,1
pair,1
slurred,1
assault,1
"here.
Remained",1
track,1
obtunded,1
sure,1
(auto,1
midline.,1
survey,1
"something,",1
1445,1
"ethmoids,",1
loss.,1
earlier,1
Go.,1
verified.,1
opened,1
30-40,1
intrusions,1
"pressures,",1
"Initially,",1
fussy.,1
Access:,1
"not,",1
room.,1
touch.,1
longer,1
wanting,1
"swelling,",1
"carseat,",1
require,1
Colorado,1
swelling.,1
like,1
scalp/back,1
"Was
at",1
wandering,1
14-15,1
"Head/Neck,",1
"scene.
collar/boarded",1
snatch,1
crawled,1
unobtainable,1
results,1
10-12,1
90s.,1
I/O,1
"eyes,",1
note,1
answering,1
"frontal,",1
sat,1
DP,1
Valley,1
20-30,1
abnormalities,1
~40sec,1
say,1
(mother).,1
sheet.,1
DD,1
tbone,1
sent.,1
fixation,1
tingling.,1
0730,1
"boyfriend,",1
"ACs,",1
7mm,1
way.,1
converses,1
intraparenchymal,1
stretcher,1
site.,1
flipped,1
his),1
hypoglycemic,1
fluids.,1
2135.,1
nearby,1
afterwards,1
"T12,",1
50.,1
rectum.,1
NRB,1
Wearing,1
"bicycle,",1
Details,1
RLE.,1
20-30mph,1
Unwitnessed,1
PEA,1
dislocation,1
forehand,1
pole,1
60,1
rub.,1
"malformation,",1
arouse.,1
"windshield,",1
"of
bradycardia",1
asleep,1
levophed,1
noise,1
"normotensive,",1
"4,",1
batter,1
friends.,1
"obtained,",1
Complained,1
medial,1
HAd,1
"backseat,",1
Right,1
regarding,1
sled.,1
Narcan,1
LMP,1
residential,1
tachycardic,1
"a
car.
",1
boulder,1
lac.,1
notice,1
Friend,1
peds.,1
fosphenytoin.,1
surgeries.,1
altercation,1
Bp,1
father's,1
subsequent,1
vert,1
"LE,",1
drip.,1
apnea,1
tossed,1
"ground,",1
axilla,1
wide,1
unresponsives,1
non-depressed,1
rather,1
"Reportedly,",1
man,1
respond;,1
80,1
moaning.,1
stridor,1
sharp,1
elbowed,1
head/neck.,1
tries,1
MDM,1
c4,1
infant,1
signs,1
provided,1
bull,1
wall.,1
UDS.,1
driving.,1
bradycardia,1
impact.,1
Sometime,1
"unwitnessed,",1
short,1
pain..,1
present,1
THC.,1
plain,1
barbwire,1
appearance,1
concussions,1
wiped,1
"frequent,",1
14).,1
episode.,1
"LMA,",1
1900,1
"propeller,",1
dyspnea,1
pellets.,1
vertebral,1
fentanyl.,1
admission.,1
EKG,1
OSH;,1
groin,1
PT/PTT.,1
"BPs,",1
flag,1
BPs.,1
SVT,1
"during
injury;",1
rocuronium;,1
2yo,1
grinding.,1
brisk,1
sitter,1
2000.,1
uncle's,1
detailed,1
knows,1
door,1
"stable
during",1
scratchy.,1
Full,1
21,1
it's,1
backed,1
addition,1
pain/weakness.,1
rash.,1
cookie,1
reason,1
"compression,",1
riser,1
According,1
"entry,",1
"Zosyn,",1
EJ,1
"blue,",1
doppler,1
ET,1
US-Mexico,1
hill,1
(Labrador),1
automobile,1
"left
radial",1
fainting,1
muscle.,1
bullied,1
LUE,1
Briefly:,1
Noted,1
need,1
SHe,1
"and
conversing",1
TBI,1
brainstem,1
face/orbit.,1
BMX,1
health,1
22,1
it.,1
etomidate,1
Bag,1
channel.,1
I-17,1
12.,1
yo,1
soccer,1
complain,1
"2,",1
UTD,1
wheel.,1
29,1
lateral,1
1130h.,1
softball,1
head/Neck/AP,1
thinking,1
weight,1
"belly,",1
sensation.,1
spells.,1
"in
the",1
ETOH,1
"home,",1
>,1
2x,1
(spontaneous,1
heavy,1
referred,1
trailer,1
"max/face,",1
school.,1
"started,",1
exited,1
involvement,1
pick,1
"transport.
",1
atropine,1
tentorial,1
Family's,1
trample,1
details.,1
"booster,",1
Yuma,1
administered,1
Read,1
4.0,1
babysitter's,1
"syndrome""",1
girlfriend,1
"hemorrhage,",1
hemorrhages,1
Unasyn,1
initially.,1
mask,1
dry,1
oral,1
unimmunized.,1
strange,1
stepfather,1
driver.,1
3-4,1
itself.,1
evening.,1
BLE.,1
"status.
Per",1
11am.,1
stepmother.,1
inch,1
"Ketamine,",1
deer,1
Adolescent,1
UC,1
complete,1
closet.,1
lot,1
Tbone,1
start,1
backboard/c-spine,1
corrected.,1
1300.,1
flat.,1
vest,1
bystander.,1
helmeted.,1
capsized.,1
"drain,",1
child's,1
"rocuronium,",1
SAH,1
"was
lying",1
bucked,1
decompensation,1
Entire,1
"place.
further",1
Mexico.,1
horses.,1
PRBC.,1
Walked,1
NBNB,1
"1515,",1
trying,1
pitched,1
Stopped,1
"bathtub,",1
ml/kg,1
member,1
Van,1
"tag,",1
2000hrs,1
fractures?,1
stool,1
fractures;,1
340mg,1
"c-ollar,",1
"air,",1
25mcg,1
hour.,1
tumbled,1
neighborhood,1
"left
arm",1
sedation,1
dusky,1
abx,1
contrast,1
"only,",1
thready,1
tremors.,1
drips,1
EoE,1
demonstrated,1
helped,1
flowsheet.,1
skidded,1
claimed,1
diarrhea,1
"and
is",1
dripo,1
Chest,1
loose,1
carseat,1
detected.,1
1930.,1
unintentional.,1
pts,1
apartment,1
bruises.,1
Toy,1
c-collar,1
ATV/degloving,1
children,1
"air
in",1
(E4V1M6).,1
expressions,1
follow,1
worker,1
"swallow,",1
7.18,1
lack,1
overlying,1
amnesia.,1
tib/fib,1
returned,1
findings,1
perhaps,1
paresthesias.,1
"backboard,",1
"lac,",1
sitting,1
woman,1
ligature,1
pt.,1
"ancef,",1
presentation,1
mother.,1
siblings,1
"mother,",1
facemask/helmet,1
